Drama Name,Timestamp,Urdu Subtitle,Urdu Length,English Subtitle,English Length,Episode,Genre,Episode No#,URL,Sentence No,Timestamps,Urdu Sentence,English Sentence,Start Time,End Time
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,10.0,00:01:29.280,وہاں ضرور ہے۔,There surely is.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,11.0,00:01:32.280,نوابوں کو مارنے اور مرنے کے بجائے,"Instead of killing the Nawab’s and dying,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,12.0,00:01:35.040,یہ طریقہ ہے,"this is the way,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,13.0,00:01:37.160,کہ ہم یہیں بیٹھے رہیں,that we remain sitting here,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,14.0,00:01:39.240,اور نواب آکر مار ڈالے۔,and Nawab comes and kills us.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,15.0,00:01:41.840,دیکھو کچھ دنوں کے لیے سب کچھ بھول جاؤ۔,"Look, forget everything for a few days.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,16.0,00:01:44.680,حالات اس سے بہت آگے بڑھ چکے ہیں جو,Things have progressed far ahead,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,17.0,00:01:49.120,ہو سکتا ہے کہ سحاب کے دونوں بیٹے مر چکے ہوں۔,Maybe both sons of Sahab are dead.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,18.0,00:01:52.480,سحاب اس وقت زخمی شیر کی طرح ہے،,"Sahab is like a wounded lion right now,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,19.0,00:01:54.760,وہ کسی بھی وقت نواب پر حملہ کر دے گا۔,he will attack the Nawab at any time.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,20.0,00:01:57.920,یہ بات طے ہونے دیں، اس کے بعد بات کریں گے۔,"Let this settle, we will talk after that.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,21.0,00:02:02.080,جو کچھ ماضی میں ہے۔,All that is in the past.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,22.0,00:02:03.680,اب حالات بدل چکے ہیں،,"Now the circumstances have changed,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,23.0,00:02:05.160,ہمیں اسی کے مطابق فیصلہ کرنا ہو گا۔,we will have to decide accordingly.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,24.0,00:02:07.720,اور دوبارہ کال نہ کریں۔,And don’t call again.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,25.0,00:02:09.920,صحابی کو اشارہ بھی ملا تو,"If Sahab even gets a hint,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,26.0,00:02:14.800,میں ٹھیک ہوں  گولی صرف مجھے چرا رہی تھی۔,I am fine. The bullet just grazed me.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,27.0,00:02:21.600,میری زندگی میں,"In my life, there's no place for",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,28.0,00:02:24.920,میری زندگی میں صرف شہمیر ہے,"My life only has Shahmir,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,29.0,00:02:27.280,اور اگر اسے کچھ ہو گیا تو,"and if anything happens to him,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,30.0,00:02:29.000,میں زندہ نہیں رہ سکوں گا۔,I won’t be able to live.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,31.0,00:02:30.760,اپنے آپ کو پکڑو، لڑکی.,"Get a grip on yourself, girl.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,32.0,00:02:33.200,اس وقت دنیا پور کا کنٹرول,"At this moment, the control of Duniyapur",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,33.0,00:02:36.960,نوابوں کے ہاتھ میں آ سکتا ہے۔,and fall into the Nawabs at any time.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,34.0,00:02:40.160,اور اگر تقدیر نے ساتھ دیا تو,"And if fate favors,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,35.0,00:02:43.080,وہ آپس میں لڑیں گے,they will fight among themselves,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,36.0,00:02:46.080,اور آخر کار میں وہی رہوں گا جو,"and in the end,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,37.0,00:02:47.440,کھڑا رہ جائے گا۔,I'll be the one left standing.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,38.0,00:03:55.040,آپ کی طرح، جب وہ واقعی بھوکے ہوتے ہیں، تو,"Like you, when they get really hungry,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,39.0,00:04:01.080,یہ بیکار ہے۔,It’s useless.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,40.0,00:04:04.680,اس پنجرے میں میں اپنے وفادار کتے رکھتا ہوں,"In this cage, I keep my loyal dogs",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,41.0,00:04:10.400,وہ بہت کوشش کرتے ہیں,"They try hard,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,42.0,00:04:12.520,لیکن یہاں سے بھاگ نہیں سکتے۔,but they can’t escape from here.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,43.0,00:04:15.480,آپ کی باقی زندگی,The rest of your life will be,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,44.0,00:04:18.360,تم میرے ہاتھ ایک بار کھول دو,"You untie my hands once,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,45.0,00:04:19.920,میں تم لوگوں کے لیے کافی ہو جاؤں گا۔,I will be enough for you people.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,46.0,00:04:22.320,مجھے کھول دو۔,Untie me.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,47.0,00:04:25.120,ایسا نہیں ہو سکتا۔,This cannot happen.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,48.0,00:04:27.520,اب یہاں رہنے کی عادت ڈالو۔,Now get into the habit of living here.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,49.0,00:04:36.840,فرہاد,"Farhad,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,50.0,00:04:38.280,میرے ہاتھ کھول دو۔,untie my hands.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,51.0,00:04:40.160,آپ مردوں پر بھروسہ کرتے ہیں۔,You rely on men.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,52.0,00:04:41.800,اگر تم مرد ہو تو,"If you’re a man,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,53.0,00:04:43.400,مجھے کھول دو۔,Untie me.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,54.0,00:04:45.160,مجھے کھول دو۔,Untie me.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,55.0,00:04:49.840,فرہاد۔,Farhad.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,56.0,00:04:56.840,میرا سر فخر سے بلند ہو گیا ہے۔,My head is risen in pride.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,57.0,00:05:01.840,ایک بیٹا مارا گیا,One son got killed,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,58.0,00:05:04.000,اور دوسرا ہماری قید میں ہے۔,and the other is in our captivity.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,59.0,00:05:07.760,آدم کے بیٹے بھی نوابوں کی بیٹیوں کا مقابلہ نہیں کر سکتے۔,Even the sons of Adam’s cannot compete,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,60.0,00:05:14.920,میں نے اسے کسی کے مقابلے میں نہیں مارا۔,I didn’t stab him in anyone’s competition.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,61.0,00:05:20.320,اگر وہ مر گیا ہے,"If he is dead,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,62.0,00:05:22.680,تو مجھے افسوس ہے۔,then I feel sorry.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,63.0,00:05:25.880,میں نے اپنے آپ کو بچانے کے لیے یہ کیا۔,I did this to save myself.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,64.0,00:05:28.120,کیا دیکھتے ہیں,Do you see,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,65.0,00:05:30.200,یہ لڑکی,how this girl is talking,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,66.0,00:05:33.640,اس کی کوئی عزت نہیں ہے۔,She has no respect.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,67.0,00:05:37.360,میری والدہ کو فوت ہوئے,My mother has been dead,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,68.0,00:05:41.480,مجھے دوسری ماں کی ضرورت نہیں ہے۔,I don’t need another mother.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,69.0,00:05:54.960,آپ نے دیکھا نواب صاحب,"Do you see, Mr. Nawab",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,70.0,00:05:57.240,یہ لڑکی کیسے جھگڑ رہی ہے۔,how this girl is arguing?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,71.0,00:05:59.560,یہ میرا خون ہے،,"It’s my blood,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,72.0,00:06:01.560,یقیناً یہ جذبہ دکھائے گا۔,"of course, it will show passion.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,73.0,00:06:05.920,ہم آگے کیا کریں؟,What do we do next?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,74.0,00:06:09.720,کچھ بھی نہیں۔,Nothing.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,75.0,00:06:12.400,نوروز آدم ابھی زندہ ہے۔,Nauroz Adam is still alive.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,76.0,00:06:18.720,آدم کے ساتھ رہ کر تم بھی,"Staying with the Adam’s, you too have",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,77.0,00:06:23.920,ہر خیال کو,Don’t let every thought,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,78.0,00:06:29.680,اس کے علاوہ,"Besides,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,79.0,00:06:32.640,آج کی رات ہماری فتح کی رات ہے۔,tonight is the night of our victory.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,80.0,00:06:39.600,جاؤ اور جشن مناؤ۔,Go and celebrate.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,81.0,00:06:44.560,میں دیکھوں گا کہ ہمیں آگے کیا کرنے کی ضرورت ہے۔,I will see what we need to do next.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,82.0,00:07:16.920,کیا آپ ناراض ہیں؟,Are you angry?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,83.0,00:07:18.720,انتہائی.,Extremely.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,84.0,00:07:22.040,آپ صبح بھی پیکنگ کر سکتے ہیں۔,You can do the packing,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,85.0,00:07:24.160,کچھ بھی ہو جائے,"No matter what happens,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,86.0,00:07:27.840,حالات اچھے نہیں ہیں۔,The situation is not good.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,87.0,00:07:29.880,آپ کا ابھی گھر سے نکلنا ٹھیک نہیں ہے۔,It is not right for you to leave,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,88.0,00:07:33.680,نہیں بھائی,"No brother,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,89.0,00:07:35.280,ہرگز نہیں۔,not at all.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,90.0,00:07:37.640,چاہے زمین اڑ جائے،,"Even if the ground blows up,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,91.0,00:07:41.200,میں جا رہا ہوں۔,I am leaving.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,92.0,00:07:50.320,تم اپنے گھر سے اتنی نفرت کرتے ہو؟,You hate your home so much?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,93.0,00:07:54.360,گھر۔,The home.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,94.0,00:07:56.200,عوام۔,The people.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,95.0,00:07:58.160,شہر۔,The city.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,96.0,00:08:01.640,مجھے ہر ایک چیز سے نفرت ہے۔,I hate every single thing.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,97.0,00:08:07.680,میں بھی ان سب چیزوں کے ساتھ یہاں رہتا ہوں۔,I too live here with all these things.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,98.0,00:08:10.800,آپ کو دنیا پور پر حکومت کرنی ہے۔,You have to rule Duniyapur.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,99.0,00:08:14.480,مجھے کوئی دلچسپی نہیں ہے,I am not interested,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,100.0,00:08:17.080,اور مجھے امید ہے کہ وہ لڑکا بچ گیا،,"and I hope that boy survived,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,101.0,00:08:21.080,ورنہ میں ساری زندگی اپنے آپ کو معاف نہیں کروں گا، یہ,or else I will not forgive myself,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,102.0,00:08:28.880,میں نے ایک انسان کو قتل کیا ہے۔,I murdered a human.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,103.0,00:08:32.000,آپ نے کوئی گناہ نہیں کیا۔,You didn’t commit any sin.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,104.0,00:08:34.840,-اگر تم نے اسے قتل نہ کیا ہوتا تو وہ...,"-Had you not killed him, he would have…",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,105.0,00:08:46.800,اگر ہم انہیں نہیں ماریں گے تو,"If we don’t kill them,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,106.0,00:08:52.920,یہ کہہ کر تینوں بھائی دنیا سے چلے گئے۔,Saying this three brothers left the world.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,107.0,00:09:00.680,میں چوتھے کو مرتے ہوئے نہیں دیکھ سکوں گا۔,I will not be able to see,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,108.0,00:09:09.800,آپ اسے نہیں دیکھیں گے۔,You won’t see it.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,109.0,00:09:14.000,کل صبح تم,Tomorrow morning you will leave,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,110.0,00:09:19.320,اب رونا مت۔,Now don’t cry.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,111.0,00:09:21.440,اپنے آنسو صاف کرو۔,Wipe your tears.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,112.0,00:09:25.280,تم پھر رو رہی ہو۔,You are crying again.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,113.0,00:09:29.400,مجھے دکھائیں کہ آپ کیسے ہنستے ہیں۔,Show me how you laugh.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,114.0,00:09:31.960,مجھے دکھائیں کہ آپ کس طرح ہنستے ہیں۔,Show me how you laugh properly.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,115.0,00:09:51.000,سحاب،,"Sahab,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,116.0,00:09:52.400,نایاب اور شہمیر زندہ ہیں۔,"Nayab, and Shahmir are alive.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,117.0,00:09:57.240,میرے بیٹے کہاں ہیں؟,Where are my sons?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,118.0,00:10:01.040,ہم نے شہمیر کو زخمی پایا ہے۔,We have found Shahmir injured.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,119.0,00:10:03.360,مرد اسے ہسپتال لے گئے ہیں۔,The men have taken him to the hospital.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,120.0,00:10:11.560,اور نایاب۔,And Nayab.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,121.0,00:10:13.200,نایاب زندہ ہے لیکن نوابوں کی قید میں ہے۔,Nayab is alive but he is in,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,122.0,00:10:19.640,چھوڑو۔,Leave.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,123.0,00:10:39.600,اے اللہ تیرا شکر ہے۔,"Thank You, O Allah.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,124.0,00:11:29.560,وہ کیسا ہے؟,How is he?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,125.0,00:11:31.840,تمہیں اندر کس نے آنے دیا؟,Who let you come inside?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,126.0,00:11:35.480,وہ نوروز آدم ہیں۔,He is Nauroz Adam.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,127.0,00:11:37.400,دیکھو جو بھی ہو,"Look, whoever he is,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,128.0,00:11:39.800,اسے ابھی باہر لے جاؤ۔,take him outside right now.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,129.0,00:11:41.760,سنو صاحب کیا کہہ رہے ہیں۔,Listen to what Sahab is saying.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,130.0,00:11:46.200,دیکھو وہ بری طرح زخمی ہے۔,"Look, he is badly injured.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,131.0,00:11:48.760,اسے بہت زخم آئے ہیں۔,He has got a lot of wounds.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,132.0,00:11:51.120,ٹھیک ہے۔,Okay.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,133.0,00:11:52.040,شہمیر ٹھیک ہو جائے گا نا؟,"Shahmir will get fine, right?",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,134.0,00:11:54.120,اگر آپ لوگ ہمیں اسے ٹھیک کرنے دیں تو۔,"If you people let us fix him, then.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,135.0,00:11:57.480,تم اپنا کام کرو۔,You do your work.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,136.0,00:11:59.080,یہیں رہو۔,Stay here.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,137.0,00:12:00.480,سب لوگ باہر چلے جائیں۔,"Everyone, go outside.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,138.0,00:12:22.920,نوابوں نے نایاب کو زندہ پکڑ لیا ہے۔  کیا,The Nawabs have caught Nayab alive.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,139.0,00:12:26.240,نایاب زندہ ہے؟,Nayab is alive?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,140.0,00:12:27.560,جی ہاں,Yes.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,141.0,00:12:28.560,اور شہمیر؟,And Shahmir?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,142.0,00:12:29.560,وہ بھی بچ گیا، لیکن وہ زخمی ہے۔,"He too survived, but he is injured.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,143.0,00:12:41.280,اچھا کام,Good job.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,144.0,00:12:45.240,اس کی حالت خطرے سے باہر ہے،,"His condition is out of danger,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,145.0,00:12:48.160,تھوڑی دیر میں ہوش آجائے گا۔,he will regain consciousness in a little while.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,146.0,00:12:56.680,ارے نہیں، اس کی کوئی ضرورت نہیں۔,"Hey, no, there is no need for this.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,147.0,00:12:59.080,سحاب دے رہے ہیں۔,Sahab is giving it.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,148.0,00:13:04.880,اب آپ اجازت دیں تو,"Now if you allow us,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,149.0,00:13:07.360,صبح سویرے آجانا۔,Come early in the morning.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,150.0,00:13:09.200,ہاں صبح جلدی آ جاؤں گا۔,"Yes, I will come early in the morning.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,151.0,00:13:11.000,ویسے دیگر سٹاف اور,"By the way, the other staff and",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,152.0,00:13:14.280,اور ہم اسے بھی,and we will also shift him,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,153.0,00:13:17.440,ٹھیک ہے۔,Okay.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,154.0,00:13:18.320,- السلام علیکم۔,-Assalam o Alykum.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,155.0,00:13:29.320,اب ہم کیا کریں صاحب؟,"What do we do now, Sahab?",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,156.0,00:13:33.480,وہی جو ہم پہلے کر رہے تھے۔,The same that we were doing earlier.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,157.0,00:13:38.120,اب ہم,"Now, we will just do it in the morning,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,158.0,00:13:41.760,اور نایاب صبح کا,and Nayab will have morning,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,159.0,00:13:44.400,جیسا کہ آپ کا حکم ہے، صہیب۔,"As you order, Sahab.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,160.0,00:13:47.760,تم رات کو اپنے آدمیوں کے ساتھ یہاں ٹھہرو۔,You stay here at night with your men.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,161.0,00:13:51.640,ٹھیک ہے صاحب۔,"Okay, Sahab.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,162.0,00:13:55.800,اور میں نے,And I have made all,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,163.0,00:13:59.360,کل کے بعد انشاء اللہ,"After tomorrow, InshaAllah,",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,164.0,00:14:04.200,ہمم...,Hmm...,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,165.0,00:14:30.800,شہمیر کیسا ہے؟,How is Shahmir?,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,166.0,00:14:32.440,وہ خطرے سے باہر ہے۔,He is out of danger.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,167.0,00:14:35.800,جاؤ,Go.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,168.0,00:14:43.840,پتا نہیں یہ سب کیسے ہوا صہیب۔,"I don’t know how all this happened, Sahab.",,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,169.0,00:14:47.000,اچانک حملہ ہوا۔,There was a sudden attack.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,170.0,00:14:50.000,نایاب پاگل ہو گیا۔,Nayab went crazy.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,171.0,00:14:53.320,اسے نوابوں پر حملہ نہیں کرنا چاہیے تھا۔,He shouldn’t have attacked the Nawab’s.,,
Duniyapur,,,,,,,,,https://www.youtube.com/watch?v=qVHI97cJbNY,172.0,00:14:56.760,میں نے تمہیں نایاب کے پاس رکھا ہے,I have kept you with Nayab,,
